Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Alpha_Naive_Bayes,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
FALSE,FALSE,TRUE,5000,1.3,TRUE,FALSE,0.001,95.88316297,0.916826217,0.890469777,0.897626671,0.978561152,0.959585932,0.96890787,274.7,0.857242231,0.913945578,0.884442207,98.8,0.91312422,0.92987013,0.921284149,154,0.766666667,0.558333333,0.617619048,3.3,0.998255775,0.998252414,0.998249009,171.7,0.999632353,0.999260626,0.999445466,270.6,0.827009691,0.795632653,0.810117901,49.9,0.994117647,0.968877551,0.980947716,48.2
FALSE,FALSE,TRUE,5000,1.3,FALSE,TRUE,0.001,95.22031823,0.908841863,0.878443014,0.887243734,0.976394035,0.961041805,0.968590138,274.7,0.850606553,0.879478458,0.864483935,98.8,0.874413759,0.90974026,0.891611099,154,0.75,0.533333333,0.593809524,3.3,0.998259175,0.998837209,0.998542259,171.7,0.999632353,0.998890256,0.999259938,270.6,0.829602945,0.779428571,0.802737571,49.9,0.991826087,0.966794218,0.978915407,48.2
FALSE,TRUE,FALSE,1000,1.1,FALSE,FALSE,0.001,95.09891892,0.906701873,0.879619678,0.885970562,0.96293019,0.953394824,0.958107819,274.7,0.817306809,0.891723356,0.85265724,98.8,0.915404957,0.925974026,0.920565161,154,0.741666667,0.583333333,0.613571429,3.3,0.993647994,0.998833809,0.996228445,171.7,0.999630996,0.998890256,0.999259257,270.6,0.829110704,0.701346939,0.758824082,49.9,0.993916667,0.983460884,0.988551063,48.2
FALSE,TRUE,FALSE,1000,1.1,TRUE,FALSE,0.001,95.3229563,0.904723443,0.880954631,0.886663657,0.965548445,0.957759788,0.961598998,274.7,0.835861132,0.889600082,0.86168327,98.8,0.914197912,0.923376623,0.9186337,154,0.715,0.558333333,0.590634921,3.3,0.998262535,0.998833809,0.998543944,171.7,0.999264706,0.999260626,0.999261304,270.6,0.813734446,0.747428571,0.778769674,49.9,0.995918367,0.973044218,0.984183448,48.2
FALSE,TRUE,FALSE,1000,1.1,FALSE,TRUE,0.001,94.41740004,0.898632245,0.874210454,0.880314198,0.960573451,0.955577969,0.958030006,274.7,0.826006086,0.841053391,0.832888099,98.8,0.876659747,0.899350649,0.887595586,154,0.748333333,0.591666667,0.623968254,3.3,0.99595368,0.998837209,0.997384534,171.7,0.999264706,0.998891622,0.999075777,270.6,0.786348587,0.739428571,0.761537935,49.9,0.995918367,0.968877551,0.982033392,48.2
FALSE,TRUE,FALSE,1000,1.2,FALSE,FALSE,0.001,95.3696939,0.90548431,0.878031883,0.882813354,0.974761626,0.951572661,0.962986541,274.7,0.815851795,0.926128633,0.867244925,98.8,0.920711085,0.931818182,0.926138621,154,0.725,0.55,0.578333333,3.3,0.996524954,0.998833809,0.997674374,171.7,0.999632353,0.999260626,0.999445466,270.6,0.819516816,0.687346939,0.74533661,49.9,0.99187585,0.979294218,0.98534696,48.2
FALSE,TRUE,FALSE,1000,1.2,TRUE,FALSE,0.001,95.25764908,0.907520565,0.881675792,0.888101466,0.971953064,0.955213006,0.963469761,274.7,0.823310095,0.908884766,0.863865414,98.8,0.917343954,0.925324675,0.921159284,154,0.775,0.591666667,0.636666667,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.778166115,0.707428571,0.740531612,49.9,0.995918367,0.966794218,0.980839721,48.2
FALSE,TRUE,FALSE,1000,1.2,FALSE,TRUE,0.001,94.48275952,0.897099356,0.87415812,0.879485776,0.966496721,0.955214333,0.960803653,274.7,0.823602937,0.860307153,0.841186723,98.8,0.879155034,0.901298701,0.889965196,154,0.758333333,0.6,0.632857143,3.3,0.997109749,0.998837209,0.997965929,171.7,0.999632353,0.999260626,0.999445466,270.6,0.760638634,0.709469388,0.73367166,49.9,0.991826087,0.968877551,0.979990435,48.2
FALSE,TRUE,FALSE,1000,1.3,FALSE,FALSE,0.001,95.10833438,0.89850775,0.875236815,0.879821811,0.969966213,0.949390843,0.959527301,274.7,0.810046888,0.912956092,0.858097883,98.8,0.917700379,0.930519481,0.923921231,154,0.701666667,0.558333333,0.58452381,3.3,0.997106349,0.998833809,0.997964225,171.7,1,0.999260626,0.999629628,270.6,0.801582011,0.673306122,0.730552934,49.9,0.989993497,0.979294218,0.984357473,48.2
FALSE,TRUE,FALSE,1000,1.3,TRUE,FALSE,0.001,95.06163162,0.900899768,0.876479162,0.88159327,0.968892703,0.950845388,0.959746728,274.7,0.81163784,0.904823748,0.85548227,98.8,0.918784435,0.921428571,0.919909087,154,0.733333333,0.558333333,0.595714286,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.782241875,0.709387755,0.742567963,49.9,0.993835034,0.968920068,0.981046564,48.2
FALSE,TRUE,FALSE,1000,1.3,FALSE,TRUE,0.001,94.30540749,0.894938297,0.874057739,0.876700085,0.963798838,0.948662243,0.956131344,274.7,0.814651554,0.863358071,0.837733731,98.8,0.880969485,0.895454545,0.887840273,154,0.751666667,0.6,0.617380952,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999632353,0.999260626,0.999445466,270.6,0.760016604,0.719428571,0.737915942,49.9,0.991661121,0.966879252,0.978895498,48.2
FALSE,TRUE,FALSE,5000,1.1,FALSE,FALSE,0.001,95.724337,0.909036551,0.883938011,0.89172319,0.971346168,0.958856005,0.965007807,274.7,0.8315406,0.909894867,0.868762962,98.8,0.929009686,0.941558442,0.935146446,154,0.708333333,0.558333333,0.603333333,3.3,0.99422939,0.998833809,0.996519991,171.7,1,0.999260626,0.999629628,270.6,0.84595738,0.721306122,0.777887611,49.9,0.99187585,0.983460884,0.987497739,48.2
FALSE,TRUE,FALSE,5000,1.1,TRUE,FALSE,0.001,95.6684104,0.914255463,0.876250086,0.886343954,0.972741049,0.95848706,0.965507825,274.7,0.833974925,0.916934653,0.873227262,98.8,0.922385427,0.932467532,0.927334277,154,0.766666667,0.491666667,0.563809524,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.82781273,0.739306122,0.780407298,49.9,0.991989987,0.973044218,0.98218618,48.2
FALSE,TRUE,FALSE,5000,1.1,FALSE,TRUE,0.001,95.61244025,0.925425126,0.874814076,0.890164833,0.972470015,0.960671533,0.96646531,274.7,0.859082307,0.895701917,0.87659534,98.8,0.894075604,0.938311688,0.915544582,154,0.833333333,0.491666667,0.59047619,3.3,0.99595368,0.998837209,0.997384534,171.7,0.999264706,0.998891622,0.999075777,270.6,0.859302999,0.739346939,0.793546037,49.9,0.989918367,0.975085034,0.98223089,48.2
FALSE,TRUE,FALSE,5000,1.2,FALSE,FALSE,0.001,95.84571017,0.908942725,0.883912572,0.890819173,0.976430923,0.96140146,0.96882081,274.7,0.833521213,0.926108019,0.87728333,98.8,0.928691567,0.937012987,0.932685383,154,0.701666667,0.55,0.59047619,3.3,0.995372285,0.998833809,0.997096364,171.7,1,0.999260626,0.999629628,270.6,0.846024113,0.717306122,0.775193017,49.9,0.989835034,0.981377551,0.985368664,48.2
FALSE,TRUE,FALSE,5000,1.2,TRUE,FALSE,0.001,95.9018371,0.920613727,0.891234957,0.898563149,0.979305654,0.960676841,0.969845144,274.7,0.848704277,0.917965368,0.881812352,98.8,0.920718416,0.938961039,0.929626512,154,0.808333333,0.591666667,0.646190476,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.813960007,0.747387755,0.777876955,49.9,0.996,0.975127551,0.985166027,48.2
FALSE,TRUE,FALSE,5000,1.2,FALSE,TRUE,0.001,95.08038414,0.914906313,0.880938183,0.88895883,0.976378937,0.959945587,0.968028605,274.7,0.855383402,0.864378479,0.859268592,98.8,0.863108084,0.924025974,0.892290064,154,0.808333333,0.6,0.63952381,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999264706,0.999260626,0.999261304,270.6,0.825846201,0.725306122,0.770834662,49.9,0.993826087,0.975170068,0.984206128,48.2
FALSE,TRUE,FALSE,5000,1.3,FALSE,FALSE,0.001,95.77108331,0.911734571,0.886282003,0.893902492,0.975693443,0.961035169,0.968256887,274.7,0.833990905,0.928086992,0.878172484,98.8,0.925694687,0.935064935,0.930192679,154,0.733333333,0.583333333,0.627857143,3.3,0.996524954,0.998833809,0.997674374,171.7,1,0.999260626,0.999629628,270.6,0.836763396,0.705346939,0.764089783,49.9,0.99187585,0.979294218,0.98534696,48.2
FALSE,TRUE,FALSE,5000,1.3,TRUE,FALSE,0.001,95.97651623,0.916022589,0.889484037,0.895859988,0.98111809,0.960311878,0.970557789,274.7,0.852022981,0.924025974,0.886304286,98.8,0.918346574,0.94025974,0.929080632,154,0.758333333,0.566666667,0.612857143,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.82664552,0.753469388,0.787008443,49.9,0.993826087,0.973044218,0.983083883,48.2
FALSE,TRUE,FALSE,5000,1.3,FALSE,TRUE,0.001,95.28575609,0.911747155,0.884199913,0.891397129,0.978880386,0.959581951,0.969086825,274.7,0.857661159,0.874458874,0.865510625,98.8,0.867275159,0.928571429,0.896714717,154,0.758333333,0.6,0.632857143,3.3,0.998259175,0.999418605,0.998835509,171.7,0.999264706,0.999260626,0.999261304,270.6,0.840477238,0.743387755,0.787932067,49.9,0.993826087,0.968920068,0.980978845,48.2
FALSE,TRUE,TRUE,1000,1.1,FALSE,FALSE,0.001,95.22035307,0.910461643,0.879980661,0.889067317,0.965677833,0.949027206,0.957218501,274.7,0.817970269,0.903844568,0.858385455,98.8,0.918415839,0.930519481,0.924237747,154,0.758333333,0.558333333,0.62,3.3,0.994226029,0.998833809,0.9965183,171.7,0.999630996,0.998519885,0.999073728,270.6,0.837362017,0.717306122,0.76956585,49.9,0.992076831,0.983460884,0.987538954,48.2
FALSE,TRUE,TRUE,1000,1.1,TRUE,FALSE,0.001,95.16431324,0.905866699,0.882688082,0.887537764,0.96441319,0.954128733,0.959210246,274.7,0.829171872,0.897783962,0.861990161,98.8,0.907972111,0.919480519,0.913586328,154,0.733333333,0.591666667,0.615238095,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999264706,0.999260626,0.999261304,270.6,0.819937808,0.727306122,0.768987577,49.9,0.994,0.973044218,0.983194599,48.2
FALSE,TRUE,TRUE,1000,1.1,FALSE,TRUE,0.001,94.27743112,0.897360969,0.876926945,0.881267915,0.960364155,0.950850697,0.955538434,274.7,0.815129187,0.849226964,0.831395321,98.8,0.874592803,0.896753247,0.885178186,154,0.748333333,0.625,0.643968254,3.3,0.996544889,0.998837209,0.997679411,171.7,0.998895702,0.998521252,0.998705405,270.6,0.789109317,0.725265306,0.754501256,49.9,0.995918367,0.970960884,0.983177054,48.2
FALSE,TRUE,TRUE,1000,1.2,FALSE,FALSE,0.001,95.15499359,0.907513218,0.869809158,0.878317084,0.972119884,0.947570007,0.959628625,274.7,0.809523122,0.914935065,0.858920605,98.8,0.915171508,0.933766234,0.924171102,154,0.758333333,0.5,0.55952381,3.3,0.996524954,0.998833809,0.997674374,171.7,0.999632353,0.998890256,0.999259938,270.6,0.81692474,0.685183673,0.742011256,49.9,0.99187585,0.979294218,0.98534696,48.2
FALSE,TRUE,TRUE,1000,1.2,TRUE,FALSE,0.001,94.98708314,0.903403071,0.875206213,0.88236139,0.96931141,0.951575315,0.960307204,274.7,0.818025257,0.899773243,0.856711541,98.8,0.906879245,0.919480519,0.91300138,154,0.758333333,0.558333333,0.61,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.780202399,0.699265306,0.735356317,49.9,0.996,0.975127551,0.985235415,48.2
FALSE,TRUE,TRUE,1000,1.2,FALSE,TRUE,0.001,94.13747091,0.898363694,0.871194046,0.877519477,0.964916154,0.948662243,0.956665375,274.7,0.812377025,0.849154813,0.829798464,98.8,0.867204045,0.897402597,0.881893694,154,0.791666667,0.6,0.642380952,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999263349,0.998521252,0.998889567,270.6,0.760628111,0.701265306,0.728063723,49.9,0.993744454,0.975127551,0.984206567,48.2
FALSE,TRUE,TRUE,1000,1.3,FALSE,FALSE,0.001,95.10829954,0.905735631,0.869866844,0.877519199,0.973080519,0.943929662,0.958236477,274.7,0.806563218,0.9210369,0.859777503,98.8,0.917921133,0.933766234,0.925614519,154,0.758333333,0.5,0.55952381,3.3,0.996524954,0.998833809,0.997674374,171.7,0.999632353,0.998890256,0.999259938,270.6,0.80408135,0.683183673,0.735772642,49.9,0.989748191,0.979294218,0.984294329,48.2
FALSE,TRUE,TRUE,1000,1.3,TRUE,FALSE,0.001,95.13635429,0.900673913,0.877242958,0.881789458,0.973260023,0.950842734,0.961853649,274.7,0.815396868,0.914935065,0.862141373,98.8,0.917386901,0.921428571,0.919263273,154,0.733333333,0.558333333,0.595714286,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.775804295,0.703306122,0.73606227,49.9,0.991736961,0.971003401,0.981001544,48.2
FALSE,TRUE,TRUE,1000,1.3,FALSE,TRUE,0.001,94.36144732,0.897340426,0.873127743,0.877733408,0.968557375,0.949386861,0.958807198,274.7,0.810128584,0.870408163,0.839024497,98.8,0.875219682,0.900649351,0.887650398,154,0.766666667,0.6,0.628095238,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999632353,0.998890256,0.999259938,270.6,0.771786764,0.697306122,0.731853708,49.9,0.989622232,0.968962585,0.978918813,48.2
FALSE,TRUE,TRUE,5000,1.1,FALSE,FALSE,0.001,95.30434313,0.913386354,0.875975359,0.88667621,0.962215778,0.949753152,0.955858232,274.7,0.814712623,0.906885178,0.85796245,98.8,0.924552268,0.935714286,0.929958576,154,0.758333333,0.525,0.59,3.3,0.994804024,0.998833809,0.996808141,171.7,0.999630996,0.998890256,0.999259257,270.6,0.858882626,0.709265306,0.775080096,49.9,0.993959184,0.983460884,0.988482925,48.2
FALSE,TRUE,TRUE,5000,1.1,TRUE,FALSE,0.001,95.36970261,0.916305205,0.864360165,0.879591976,0.965555406,0.955579297,0.960471946,274.7,0.831581213,0.900814265,0.864598359,98.8,0.914164538,0.931168831,0.922493994,154,0.8,0.425,0.533333333,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.824749191,0.733306122,0.774472191,49.9,0.995918367,0.970918367,0.983086716,48.2
FALSE,TRUE,TRUE,5000,1.1,FALSE,TRUE,0.001,95.02425722,0.922689285,0.860757571,0.87817216,0.966232136,0.95521566,0.960639657,274.7,0.839605833,0.869470212,0.853905901,98.8,0.882263657,0.926623377,0.903640343,154,0.866666667,0.425,0.543809524,3.3,0.996528354,0.998837209,0.997674384,171.7,0.998895702,0.998521252,0.998705405,270.6,0.835321935,0.737265306,0.781743533,49.9,0.996,0.975127551,0.985258534,48.2
FALSE,TRUE,TRUE,5000,1.2,FALSE,FALSE,0.001,95.66848008,0.913565834,0.886884474,0.892041377,0.971661651,0.955214333,0.963296925,274.7,0.826782346,0.925025768,0.872853941,98.8,0.929096384,0.937012987,0.932796515,154,0.743333333,0.583333333,0.60952381,3.3,0.99595028,0.998833809,0.997386205,171.7,0.999630996,0.998890256,0.999259257,270.6,0.850195831,0.715387755,0.774814772,49.9,0.99187585,0.981377551,0.986399592,48.2
FALSE,TRUE,TRUE,5000,1.2,TRUE,FALSE,0.001,95.70583706,0.916577699,0.890373066,0.896808517,0.975607196,0.958131387,0.966744012,274.7,0.837347908,0.919995877,0.876497142,98.8,0.916732362,0.926623377,0.921542519,154,0.775,0.591666667,0.636666667,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.834045995,0.753387755,0.789885747,49.9,0.996,0.975085034,0.985144323,48.2
FALSE,TRUE,TRUE,5000,1.2,FALSE,TRUE,0.001,95.06176227,0.919332964,0.883593896,0.892418144,0.970953818,0.960679496,0.965757041,274.7,0.844712586,0.867398475,0.855667894,98.8,0.874134246,0.91038961,0.891715884,154,0.841666667,0.6,0.652857143,3.3,0.997109749,0.998837209,0.997964225,171.7,0.999264706,0.998890256,0.999075775,270.6,0.833077482,0.755387755,0.791024184,49.9,0.993744454,0.977168367,0.98528301,48.2
FALSE,TRUE,TRUE,5000,1.3,FALSE,FALSE,0.001,95.71518284,0.912654297,0.887368091,0.892185255,0.972321073,0.955579297,0.963824649,274.7,0.834695621,0.924015667,0.876820909,98.8,0.927437381,0.93961039,0.933296484,154,0.743333333,0.583333333,0.60952381,3.3,0.996524954,0.998833809,0.997674374,171.7,1,0.998890256,0.9994441,270.6,0.83504616,0.719387755,0.771573152,49.9,0.99187585,0.979294218,0.985324564,48.2
FALSE,TRUE,TRUE,5000,1.3,TRUE,FALSE,0.001,95.78053361,0.914760479,0.887765759,0.894280687,0.976376592,0.960315859,0.968241897,274.7,0.841574116,0.924036281,0.880676071,98.8,0.918667991,0.926623377,0.922476857,154,0.758333333,0.566666667,0.612857143,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.831417584,0.753387755,0.788943622,49.9,0.993826087,0.973001701,0.983062179,48.2
FALSE,TRUE,TRUE,5000,1.3,FALSE,TRUE,0.001,95.02439657,0.908078918,0.878732192,0.886625798,0.974089253,0.95776775,0.96583962,274.7,0.841074765,0.870439085,0.855272366,98.8,0.871209845,0.914285714,0.892123115,154,0.758333333,0.566666667,0.612857143,3.3,0.998259175,0.999418605,0.998835509,171.7,0.999264706,0.998890256,0.999075775,270.6,0.828655815,0.749387755,0.785962412,49.9,0.993744454,0.973001701,0.983040447,48.2
