Lower Case,Remove Stop Words,Stem,Test Size,Max Features,N-gram Range,TF,IDF,TFIDF,Accuracy,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support
True,True,False,0.25,1000,(1 2),False,False,True,98.09559372666169,0.9696969696969697,0.9955555555555555,0.9824561403508771,1350,0.6666666666666666,0.5714285714285714,0.6153846153846153,7,0.995260663507109,0.995260663507109,0.995260663507109,422,1.0,1.0,1.0,658,0.9404761904761905,0.6694915254237288,0.7821782178217822,118
True,True,False,0.25,1000,(1 3),False,False,False,97.7968633308439,0.9661144578313253,0.9907335907335907,0.9782691574532978,1295,0.6,0.5,0.5454545454545454,6,0.9977064220183486,1.0,0.9988518943742823,435,1.0,1.0,1.0,685,0.8932038834951457,0.6814814814814815,0.7731092436974789,135
True,True,False,0.25,1000,(1 3),True,False,False,98.24495892457058,0.9739389426656738,0.992412746585736,0.9830890642615558,1318,0.6666666666666666,0.4444444444444444,0.5333333333333333,9,0.9956043956043956,0.9977973568281938,0.9966996699669967,454,1.0,1.0,1.0,673,0.92,0.7540983606557377,0.8288288288288288,122
True,True,False,0.25,1000,(1 3),False,False,True,98.31964152352501,0.9767947788252357,0.991899852724595,0.9842893679210815,1358,0.375,0.6,0.4615384615384615,5,0.9948186528497409,0.9974025974025974,0.9961089494163424,385,1.0,1.0,1.0,688,0.9340659340659341,0.7391304347826086,0.8252427184466019,115
True,True,False,0.25,5000,(1 1),False,False,False,98.02091112770725,0.9706325301204819,0.9900153609831029,0.9802281368821292,1302,0.875,0.7777777777777778,0.823529411764706,9,0.9953810623556582,0.9953810623556582,0.9953810623556582,433,1.0,1.0,1.0,706,0.8674698795180723,0.6792452830188679,0.7619047619047619,106
True,True,False,0.25,5000,(1 1),True,False,False,98.02091112770725,0.9686588921282799,0.9925317401045557,0.9804500184433789,1339,1.0,0.5,0.6666666666666666,10,0.9905437352245863,0.995249406175772,0.9928909952606635,421,1.0,1.0,1.0,665,0.9294117647058824,0.6929824561403509,0.7939698492462313,114
True,True,False,0.25,5000,(1 1),False,False,True,97.72218073188948,0.9620637329286799,0.9929522317932654,0.9772639691714835,1277,0.75,0.5,0.6,6,0.9976470588235294,0.9976470588235294,0.9976470588235294,425,1.0,1.0,1.0,727,0.8941176470588236,0.6178861788617886,0.7307692307692307,123
True,True,False,0.25,5000,(1 2),False,False,False,97.90888722927558,0.9684287812041116,0.9932228915662651,0.9806691449814127,1328,0.6666666666666666,0.4444444444444444,0.5333333333333333,9,0.9956331877729258,1.0,0.9978118161925601,456,1.0,0.9984894259818731,0.999244142101285,662,0.8928571428571429,0.6521739130434783,0.7537688442211055,115
True,True,False,0.25,5000,(1 2),True,False,False,97.7968633308439,0.9705248023005032,0.9904622157006603,0.9803921568627451,1363,0.6666666666666666,0.2222222222222222,0.3333333333333333,9,0.9952153110047847,0.9976019184652278,0.9964071856287425,417,1.0,0.9984709480122325,0.9992348890589136,654,0.8673469387755102,0.6967213114754098,0.7727272727272727,122
True,True,False,0.25,5000,(1 2),False,False,True,97.46079163554892,0.9599109131403119,0.9923254029163469,0.9758490566037736,1303,0.625,0.7142857142857143,0.6666666666666666,7,1.0,0.9977272727272727,0.9988623435722412,440,1.0,1.0,1.0,683,0.8764044943820225,0.5909090909090909,0.7058823529411765,132
True,True,False,0.25,5000,(1 3),False,False,False,98.02091112770725,0.9669172932330827,0.9953560371517027,0.98093058733791,1292,0.7142857142857143,0.5,0.588235294117647,10,0.9976415094339622,1.0,0.998819362455726,423,1.0,1.0,1.0,708,0.9325842696629213,0.6747967479674797,0.7830188679245284,123
True,True,False,0.25,5000,(1 3),True,False,False,98.28230022404779,0.9697428139183056,0.9968895800933126,0.9831288343558283,1286,0.8,0.4,0.5333333333333333,10,1.0,0.9977324263038548,0.9988649262202043,441,1.0,1.0,1.0,695,0.9473684210526315,0.7258064516129032,0.8219178082191779,124
True,True,False,0.25,5000,(1 3),False,False,True,97.72218073188948,0.9611650485436893,0.9945904173106646,0.9775921002658564,1294,0.8,0.4,0.5333333333333333,10,0.9975429975429976,0.9926650366748166,0.9950980392156863,409,1.0,1.0,1.0,711,0.9213483146067416,0.6507936507936508,0.7627906976744186,126
True,True,False,0.3,1000,(1 1),False,False,False,98.17027632561613,0.9699474079639369,0.9953739398612182,0.9824961948249619,1297,0.5,0.6,0.5454545454545454,5,0.9977578475336323,1.0,0.9988776655443322,445,1.0,0.9971469329529244,0.9985714285714286,701,0.9367088607594937,0.6607142857142857,0.774869109947644,112
True,True,False,0.3,1000,(1 1),True,False,False,97.9462285287528,0.9695431472081218,0.9918397626112759,0.9805647231389806,1348,0.8,0.8,0.8000000000000002,5,0.9953703703703703,0.9976798143851509,0.996523754345307,431,1.0,1.0,1.0,659,0.8863636363636364,0.65,0.75,120
True,True,False,0.3,1000,(1 1),False,False,True,97.7968633308439,0.9657738095238095,0.9931140015302219,0.979253112033195,1307,0.7272727272727273,0.8,0.761904761904762,10,0.9929742388758782,0.9976470588235294,0.9953051643192488,425,1.0,1.0,1.0,687,0.9102564102564102,0.6120689655172413,0.7319587628865979,116
True,True,False,0.3,1000,(1 2),False,False,False,97.57281553398059,0.9584569732937686,0.9938461538461538,0.9758308157099698,1300,0.8333333333333334,0.5,0.625,10,0.9952267303102625,1.0,0.9976076555023923,417,1.0,0.9985358711566618,0.9992673992673992,683,0.9368421052631579,0.6357142857142857,0.7574468085106383,140
True,True,False,0.3,1000,(1 2),True,False,False,97.49813293502613,0.958924570575056,0.9938080495356038,0.976054732041049,1292,0.75,0.5,0.6,12,0.9976415094339622,1.0,0.998819362455726,423,1.0,0.9984917043740573,0.999245283018868,663,0.923728813559322,0.6770186335403726,0.7813620071684586,161
True,True,False,0.3,1000,(1 2),False,False,True,98.05825242718447,0.9692757863935626,0.9939984996249063,0.9814814814814815,1333,0.5,0.4,0.4444444444444445,5,1.0,1.0,1.0,422,1.0,1.0,1.0,689,0.9047619047619048,0.6495726495726496,0.7562189054726368,117
True,True,False,0.3,1000,(1 3),False,False,False,97.9462285287528,0.9648991784914115,0.9953775038520801,0.9799014031095943,1298,0.75,0.42857142857142855,0.5454545454545454,7,0.9953917050691244,1.0,0.997690531177829,432,1.0,0.9985652797704447,0.9992821249102656,697,0.9489795918367347,0.6788321167883211,0.7914893617021277,137
True,True,False,0.3,1000,(1 3),True,False,False,97.72218073188948,0.9632352941176471,0.9939301972685888,0.9783420463032113,1318,0.875,0.5833333333333334,0.7000000000000001,12,1.0,1.0,1.0,412,1.0,0.9985096870342772,0.9992542878448918,671,0.9029126213592233,0.6690647482014388,0.768595041322314,139
True,True,False,0.3,1000,(1 3),False,False,True,98.4690067214339,0.9735294117647059,0.9977392614920875,0.9854856717528844,1327,0.7142857142857143,0.8333333333333334,0.7692307692307692,6,0.9975124378109452,1.0,0.9987546699875467,401,1.0,0.9985528219971056,0.999275887038378,691,0.9787234042553191,0.71875,0.8288288288288289,128
True,True,False,0.3,5000,(1 1),False,False,False,98.28230022404779,0.9711964549483013,0.9954579863739591,0.983177570093458,1321,1.0,0.6666666666666666,0.8,9,0.9934065934065934,1.0,0.9966923925027563,452,1.0,0.9985074626865672,0.9992531740104555,670,0.9534883720930233,0.6949152542372882,0.803921568627451,118
True,True,False,0.3,5000,(1 1),True,False,False,97.87154592979836,0.9646278555637435,0.9946808510638298,0.9794238683127571,1316,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.9955947136563876,1.0,0.9977924944812362,452,1.0,0.9985141158989599,0.9992565055762082,673,0.9375,0.6198347107438017,0.746268656716418,121
True,True,False,0.3,5000,(1 1),False,False,True,97.98356982823002,0.9707916986933128,0.9913657770800628,0.9809708737864077,1274,0.42857142857142855,0.5,0.4615384615384615,6,0.9957173447537473,1.0,0.9978540772532188,465,1.0,1.0,1.0,672,0.9056603773584906,0.7111111111111111,0.7966804979253114,135
True,True,False,0.3,5000,(1 2),False,False,False,97.53547423450335,0.9618768328445748,0.9931869795609387,0.9772811918063316,1321,0.5,0.42857142857142855,0.4615384615384615,7,0.9952718676122931,1.0,0.9976303317535545,421,1.0,0.9985096870342772,0.9992542878448918,671,0.891566265060241,0.5873015873015873,0.708133971291866,126
