Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF, alpha, F1score, accu ,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo-Support
True,False,True,1000,"(1, 1)",False,True,-1,79.48464034980799,89.05874165586631,0.8057724118715479,0.9482140762395124,0.8709171266301686,274.7,0.7713238233239524,0.7110783018673585,0.7382835293400807,98.8,0.8757748875744079,0.6517955395551597,0.7465340171616924,154.0,0.7,0.23833333333333337,0.34714285714285714,3.3,0.9965439921373612,0.9970014495922317,0.9967630557163314,171.7,0.9888492861518223,0.9985773285032792,0.9935997271826501,270.6,0.7470608490017747,0.7292286018715225,0.7346842560886325,49.9,0.9371357819085988,0.925133715773953,0.930846658722227,48.2
True,False,True,1000,"(1, 2)",False,False,-1,80.58707281563504,89.66576431567651,0.9001510997988553,0.9257921771237182,0.9125406903598321,274.7,0.7079499221726531,0.8505447540596073,0.7709875588703545,98.8,0.9376180628986136,0.6060513867014259,0.7351388531351539,154.0,0.445,0.5416666666666667,0.4660678210678211,3.3,0.9953967650981687,0.9981669901327723,0.996771342421577,171.7,0.9874582487513909,0.9985163377141333,0.9928584490342314,270.6,0.5803109485872364,0.7922414902533312,0.6671592861314884,49.9,0.8597748533133395,0.9570224032559785,0.9054418242303452,48.2
True,False,True,1000,"(1, 2)",True,False,-1,77.16070002389147,89.62838120322758,0.8659882506881826,0.9458190184295185,0.9039612881607676,274.7,0.7188983777777703,0.8287725590957068,0.7680188576921575,98.8,0.9185640176027569,0.6278082555600452,0.7448618005170515,154.0,0.11538461538461538,0.17166666666666666,0.12676767676767678,3.3,0.9971511510630808,0.9981669901327723,0.9976528328476594,171.7,0.9868805707079495,0.9852044796871278,0.9859337923783048,270.6,0.6671232023139833,0.7532339409745238,0.703579387945204,49.9,0.9304087919450629,0.9545345502531422,0.942080365602496,48.2
True,False,True,1000,"(1, 2)",False,True,-1,77.80135789746632,89.60034386889086,0.8525371511187629,0.9490210317796028,0.8980291878308548,274.7,0.7415806951698999,0.8064132800431633,0.7709230445176656,98.8,0.9128218817378704,0.6337928701367862,0.7469220853536065,154.0,0.16166666666666668,0.21333333333333332,0.17260683760683762,3.3,0.9971511510630808,0.9981669901327723,0.9976528328476594,171.7,0.9864996905006695,0.9844798039532623,0.9853603351158737,270.6,0.6934549202802149,0.7624769946687971,0.7224434883680465,49.9,0.9112401940473088,0.9507654048591355,0.9301708201567621,48.2
True,False,True,1000,"(1, 3)",False,False,-1,79.41524299686577,89.25501170617501,0.9100311853007126,0.9136663283018687,0.9115340262933109,274.7,0.6822574594681232,0.8566823879390231,0.7579866559872068,98.8,0.9410715658753528,0.5898633238123645,0.7238678942186599,154.0,0.40166666666666667,0.42666666666666664,0.4032539682539683,3.3,0.9953967650981687,0.9981669901327723,0.996771342421577,171.7,0.9877767003962091,0.9985163377141333,0.9930189601765097,270.6,0.5565582778093853,0.8105816083654537,0.6572202747685435,49.9,0.8622122647467474,0.9631442155908875,0.9095663176294874,48.2
True,False,True,1000,"(1, 3)",True,False,-1,77.9295198139087,89.68437748233623,0.880937684347483,0.9403989536692002,0.9094979380173633,274.7,0.7025005893680578,0.8418016610960676,0.7638137547330007,98.8,0.9193676613769896,0.6223389504920569,0.741058687351428,154.0,0.1753846153846154,0.24666666666666667,0.18754689754689757,3.3,0.9971511510630808,0.9981669901327723,0.9976528328476594,171.7,0.9883709774660296,0.9852044796871278,0.9866694522950104,270.6,0.6568530081450471,0.7780047403146424,0.708726854416104,49.9,0.9238270306523381,0.9565673785359703,0.9393951679052324,48.2
True,False,True,1000,"(1, 3)",False,True,-1,78.03652038446236,89.50701673704307,0.8719485945586355,0.939379969978827,0.9041685538378303,274.7,0.7146446692497219,0.8186316363074774,0.7608859470507537,98.8,0.9074685422582561,0.6290030184546092,0.7419395024338302,154.0,0.19984848484848486,0.26666666666666666,0.20976911976911977,3.3,0.9971511510630808,0.9975419901327722,0.997337381653874,171.7,0.9879987597670556,0.9844367225400603,0.9860994938527752,270.6,0.6626108947217929,0.7784766655531052,0.7125892424001119,49.9,0.9062041968482563,0.9568095225061942,0.9301323897586942,48.2
True,False,True,5000,"(1, 1)",False,False,-1,83.11200594932194,90.543100324707,0.9229711047172751,0.9251804474351906,0.923822233134816,274.7,0.7396438791715717,0.8315271885998028,0.7808996659543304,98.8,0.8998341252698724,0.7030836939373899,0.7886176419837363,154.0,0.5716666666666665,0.575,0.558051948051948,3.3,0.937742682728236,0.9981669901327723,0.9669724722116737,171.7,0.9987731883038743,0.9860400771744626,0.9923555034035585,270.6,0.640965062053845,0.7756259535242255,0.6989104452955134,49.9,0.91191997881402,0.9688641928327847,0.9393305659101788,48.2
True,False,True,5000,"(1, 1)",True,False,-1,77.96436441486475,90.64573839486042,0.8513316731937597,0.9675296542950921,0.9055047130586866,274.7,0.7908651670369802,0.7748630314264355,0.781412680458333,98.8,0.9147558431641398,0.690422837930026,0.7860829057801199,154.0,0.2,0.075,0.10666666666666666,3.3,0.9525668366329111,0.9981669901327723,0.9748099288590739,171.7,0.9961625447831788,0.9953449486078977,0.9957432422409609,270.6,0.7575651904507523,0.7391278597963941,0.7460201753800104,49.9,0.953249289031629,0.9291827125288321,0.9409088407453281,48.2
True,False,True,5000,"(1, 1)",False,True,-1,79.6435441551513,89.42290473403291,0.8210890102800992,0.9556736080220544,0.8831285410212987,274.7,0.7977875756415252,0.7158420474098073,0.7532156874021602,98.8,0.8749245530571585,0.6762290442853269,0.7622478555685748,154.0,0.6,0.23833333333333334,0.3376190476190476,3.3,0.9519689211109192,0.9964732425467018,0.9736805249077932,171.7,0.9988286554687902,0.9939498249286466,0.9963763784317816,270.6,0.7621137935417813,0.7311959917588101,0.7427509659350002,49.9,0.9424038093714175,0.9043295150531623,0.9224645315264475,48.2
True,False,True,5000,"(1, 2)",False,False,-1,82.96049333105093,91.28070257953928,0.9200999305734804,0.9353880946315412,0.9274641442086841,274.7,0.7797310880506922,0.86078172940894,0.8170014163955346,98.8,0.9154487316528475,0.6841510888616364,0.7827932687636368,154.0,0.6214285714285714,0.4716666666666667,0.5002380952380953,3.3,0.9982448331238654,0.9981669901327723,0.998202615618131,171.7,0.9907451662635559,0.9985488404226922,0.9945355525561264,270.6,0.5849673672349446,0.8307459631896826,0.6842964127788456,49.9,0.9101383382382575,0.957043305546527,0.9323079609250211,48.2
True,False,True,5000,"(1, 2)",True,False,-1,82.17723971309717,91.85948757612499,0.8934478528105917,0.9577198158728064,0.9243333606642498,274.7,0.8000765610979503,0.8554936601165124,0.8255995169547798,98.8,0.9168268511463916,0.702808942482348,0.7952720761679686,154.0,0.7,0.2533333333333333,0.36214285714285716,3.3,0.9982448331238654,0.9981669901327723,0.998202615618131,171.7,0.9911210698780136,0.9989009530987485,0.9949127376654072,270.6,0.6755190653003617,0.813008025563572,0.7364403328764905,49.9,0.9382406673289887,0.9368463154101944,0.9372756799578887,48.2
True,False,True,5000,"(1, 2)",False,True,-1,81.06734621873417,91.32731824072914,0.8721536626930471,0.9544626870484526,0.9112987165453876,274.7,0.8148567620172548,0.8175517304966394,0.8152786480302607,98.8,0.8990164280529405,0.7143772674883303,0.7955801858425924,154.0,0.51,0.24833333333333335,0.30538461538461537,3.3,0.9988130149420471,0.9981669901327723,0.9984875159030313,171.7,0.9910952737386232,0.995339918431337,0.9931054455967976,270.6,0.6959920499283806,0.7868395293631611,0.7361197944370464,49.9,0.9361623282013921,0.9249984851261279,0.930132775759002,48.2
True,False,True,5000,"(1, 3)",False,False,-1,81.75249264821949,90.75790515211058,0.9222427091115616,0.9240863569732716,0.9229160416470092,274.7,0.7600115827815923,0.8485260096361283,0.7999361636725839,98.8,0.929713480688967,0.6721089183263598,0.7792149594208138,154.0,0.5650000000000001,0.43833333333333335,0.45904761904761904,3.3,0.9982448331238654,0.9981669901327723,0.998202615618131,171.7,0.9896356543362759,0.9989009530987485,0.9941672763637783,270.6,0.5575194228968878,0.8378120940370088,0.6671628362830493,49.9,0.8833512646027909,0.9608517520020323,0.9195518998045763,48.2
True,False,True,5000,"(1, 3)",True,False,-1,80.00733356370873,91.28071128949094,0.8995754173744357,0.9469205312562059,0.9224589858055257,274.7,0.7726247229356764,0.8634133914920982,0.8142875887701395,98.8,0.9192555505861421,0.6960256700344628,0.7914568747486136,154.0,0.25,0.23333333333333334,0.2155433455433456,3.3,0.997660037802228,0.9981669901327723,0.997909360486166,171.7,0.9898166210435079,0.9855694431907773,0.9875993425605157,270.6,0.6687588093493696,0.8229052709780748,0.737125795223562,49.9,0.9262366409806179,0.9430244428383219,0.9342053919588296,48.2
True,False,True,5000,"(1, 3)",False,True,-1,79.3947608911683,91.00996244268852,0.8893423114117918,0.9459869127775062,0.9166599263241462,274.7,0.7978351513526902,0.8334262162890207,0.8138124981883201,98.8,0.8944899251489667,0.7062698412994503,0.7888988000467699,154.0,0.1758333333333333,0.22333333333333333,0.18730769230769231,3.3,0.9988130149420471,0.9981669901327723,0.9984875159030313,171.7,0.9886984520067136,0.9855694431907773,0.9870329470655296,270.6,0.6696373456856115,0.8102807319408581,0.7288420428232445,49.9,0.9349400538770286,0.9267826731603159,0.93053944863473,48.2
True,True,False,1000,"(1, 1)",False,False,-1,80.4651153532667,89.82428543556725,0.8716888910520589,0.9308287501892062,0.8999260534330317,274.7,0.7283136778672828,0.8110122615784199,0.7654573141216706,98.8,0.8949050627856623,0.6536459866577098,0.7546114207973271,154.0,0.41,0.41666666666666663,0.40638528138528135,3.3,0.9943115784784698,0.9993506493506494,0.9968181662540371,171.7,0.9884632465598984,0.9978277496150142,0.9929931278426801,270.6,0.670038372480233,0.7220105682262422,0.6906804588059614,49.9,0.8899767264694288,0.9751449246795542,0.9303374056213471,48.2
True,True,False,1000,"(1, 1)",True,False,-1,77.81927502242421,90.0297793246652,0.8323951996970497,0.9624328664201711,0.8923964864839597,274.7,0.7656544456618349,0.7601398810420837,0.7616535931043639,98.8,0.9004454591329528,0.6738198164239464,0.7697917457005213,154.0,0.25,0.125,0.16666666666666666,3.3,0.9948891560656413,0.9980762987012988,0.9964634689861678,171.7,0.9881512756493178,0.9985359895950989,0.9931900746377901,270.6,0.7444503469534813,0.6648933971843515,0.6988068587019952,49.9,0.9320310635465485,0.9624908021552333,0.9465731075124715,48.2
True,True,False,1000,"(1, 1)",False,True,-1,76.82905957362804,88.93754267876304,0.7947537580786566,0.9582931109435234,0.8686250418473378,274.7,0.7845678819222133,0.7059385655906201,0.7418479764273995,98.8,0.8772497987950457,0.6614359888313179,0.7531248090393838,154.0,0.3,0.11000000000000001,0.15714285714285717,3.3,0.9948743456017622,0.9969707864093458,0.9959092170434731,171.7,0.9899009202746558,0.9956635430268062,0.992618432111354,270.6,0.7938079814921919,0.6563932148503676,0.7147024300569499,49.9,0.9225679054390221,0.9231506209307028,0.9223540022214891,48.2
True,True,False,1000,"(1, 2)",False,False,-1,79.99820247372104,89.24560495840129,0.880960440435999,0.9280058543180083,0.90346819607048,274.7,0.6794614892999189,0.8301088534037113,0.7454949180913621,98.8,0.93268199169461,0.6027304775166648,0.7313514027949013,154.0,0.4616666666666667,0.42666666666666664,0.4313492063492063,3.3,0.9943107743290588,0.9974512987012986,0.9958613924772939,171.7,0.9870694484139648,0.9981513742104834,0.9924252341534234,270.6,0.6058473683734842,0.7502519236660139,0.6665893916859803,49.9,0.9038138389014401,0.9653664378131097,0.9333164562750358,48.2
True,True,False,1000,"(1, 2)",True,False,-1,77.7767974713976,89.88044720375713,0.8556229140634143,0.9499212666037558,0.8999798971908316,274.7,0.7293339437717584,0.7948665973946675,0.7587237032705255,98.8,0.9127003229913822,0.6674894911086684,0.7700562014356456,154.0,0.13818181818181818,0.18666666666666668,0.14756132756132756,3.3,0.9931344628953944,0.9987256493506493,0.9959146198105883,171.7,0.9872816852198646,0.9852044796871278,0.9860773666530529,270.6,0.7274397887440485,0.7070104493087237,0.7128475156111084,49.9,0.9300083906519763,0.9735195701352207,0.9509831661787267,48.2
True,True,False,1000,"(1, 2)",False,True,-1,77.55852127637348,89.51638864501024,0.8373793777907718,0.9536336608305829,0.8913386660200497,274.7,0.7483107285975683,0.7731525582516372,0.7585626166413844,98.8,0.9027302887963096,0.6611747304944257,0.7620341739955646,154.0,0.14666666666666667,0.2033333333333333,0.16112776112776112,3.3,0.9937530215656473,0.9980762987012988,0.995888743453887,171.7,0.9876662889584635,0.9848213379246756,0.9860751347926924,270.6,0.7365121134171883,0.6907102620136116,0.7087324894386542,49.9,0.9229765207353997,0.9605836323832453,0.9409221166398849,48.2
True,True,False,1000,"(1, 3)",False,False,-1,78.90267028204833,88.67622670958932,0.8757793362448085,0.9259429122384223,0.8996752303631794,274.7,0.6585832956853301,0.8254115262306314,0.7308262396310211,98.8,0.9426096833209809,0.5758996619176129,0.7142214005386938,154.0,0.3816666666666667,0.44666666666666666,0.4005122655122655,3.3,0.9913549076221748,0.9980762987012988,0.9946911487233958,171.7,0.9839082201009196,0.9989009530987485,0.9911126303708164,270.6,0.6074284224693758,0.7234567113663826,0.657857207429667,49.9,0.8856527941350683,0.9651412843748595,0.9233174999948272,48.2
True,True,False,1000,"(1, 3)",True,False,-1,75.1610339123388,88.98428898922755,0.8492231355587785,0.9457048702022879,0.8944083815066607,274.7,0.6952659981449121,0.7862075377798861,0.7359216916999931,98.8,0.9068055776776639,0.636128227289842,0.746781400640041,154.0,0.025,0.025,0.025,3.3,0.989064912403854,0.9980762987012988,0.9935362660390264,171.7,0.9836908056958288,0.9852044796871278,0.9841912984761901,270.6,0.7127047076616647,0.6680514366577206,0.6859025139631659,49.9,0.9220042580594459,0.9749291127137422,0.9471411606620261,48.2
True,True,False,1000,"(1, 3)",False,True,-1,76.36647008262568,89.01225664395112,0.8408383566855859,0.9477385208775179,0.890738980050474,274.7,0.7115212582755783,0.7791827978300893,0.7418150725691467,98.8,0.9067050974777207,0.6384314734900293,0.7484963324966476,154.0,0.11785714285714285,0.125,0.11818181818181817,3.3,0.9907869549403628,0.9980762987012988,0.9944013234760153,171.7,0.9840668959177137,0.9844616256944597,0.9840022120056571,270.6,0.7298986158768768,0.6631384352606258,0.691485896253414,49.9,0.9105140591899327,0.972845779380409,0.9401959715768822,48.2
True,True,False,5000,"(1, 1)",False,False,-1,82.9956401623796,91.01924725113926,0.9080733910681612,0.9364750888038932,0.9216559606311673,274.7,0.7641426209320697,0.8220475247871653,0.7900187585440199,98.8,0.8978777970246398,0.7246581970997196,0.801091338813183,154.0,0.5916666666666666,0.485,0.5205555555555555,3.3,0.9614054886447312,0.9987256493506493,0.9796667034506497,171.7,0.9940930485185804,0.9938809382029966,0.9939403898183787,270.6,0.6846407393536188,0.7317763605535416,0.7054181953596238,49.9,0.8918489552151303,0.9671246405390717,0.9273043108177884,48.2
